Name,Category,Latitude,Longitude,Address,Phone,Website,Email,OSM_ID
Royale Concorde High School,school,13.0278651,77.6406464,,,,,37828583
L.M. English School,school,13.0266727,77.6326104,,,,,38416322
Saint Charles High School,school,13.0179378,77.6369821,,,,,38421704
Fort High School,school,12.9582979,77.5734987,,,,,38752413
National College and School,school,12.9488247,77.5729782,,,,,38752414
Mitralaya Girls College,school,12.9646803,77.5889089,"Sampangi Rama Nagar, Bangalore, 560002",,,,38758707
Cathedral High School & College,school,12.9656394,77.6087878,,,,,38772821
Unnamed Location,school,12.9688369,77.6045355,,,,,38772823
Bishop Cotton Boys School,school,12.9684197,77.5992361,,+91 80 4052 7888,https://bishopcottonboysschool.edu.in/,bcbhsblr@gmail.com,38773283
St. Joseph's Indian High School,school,12.9701532,77.5951294,,,,,38773287
Kendriya Vidyalaya Malleswaram,school,13.0092841,77.568501,"18th Cross, Bangalore, 560055",,,,38832006
Poorna Pragna School,school,13.0066816,77.580846,15th Cross Road,,,,38858223
National Public School Sadashivanagar,school,13.0135247,77.5753732,"13th Main Road, Bengaluru, 560080",08029906571,https://npssadashivanagar.com/,,38858241
Sophia High School,school,12.9865923,77.586909,"Palace Road, Bengaluru, 560001",,,,38870603
Mahila Seva Samaja School,school,12.9525682,77.5728546,,,,,40629057
Karnataka Public School,school,12.943131,77.5743868,,,,,40629064
Rani Sarla Devi School,school,12.9387001,77.5859,"Jayanagar 1st Block, 560011",,,,40629075
Seshadripuram High School,school,13.1009023,77.5838617,,,,,41206235
Mallya Aditi International School,school,13.1024411,77.5835391,,,,,41206237
Kendriya Vidyalaya,school,13.0555739,77.5365404,,,,,41210246
Spastics Society of Karnataka,school,12.9808636,77.642648,"100 Feet Road, Indira Nagar, Bangalore",,,,41499025
HMT School,school,13.0441165,77.5380409,,,,,42013556
Daffodils English School,school,13.034726,77.579118,,,https://daffodils.school/,,42397792
BEL High School,school,13.0490487,77.555062,,,,,42407830
Vagdevi Vilas School,school,12.9443777,77.7100884,"Munnekolalu, Marathahalli, 560037",+91-80-6560 5850;+91-80-2849 5850;+91-80-2849 5851,https://vvi.edu.in/,info@vvi.edu.in,44883673
Government Girls High School,school,12.9921413,77.5743798,,,,,45375850
Unnamed Location,school,13.0184494,77.595658,,,,,45739922
Cluny Convent,school,13.0551707,77.540543,,,,,46243830
Unnamed Location,school,13.0300022,77.5587277,,,,,46918812
Stella Maris Convent,school,13.0066409,77.5777065,Sankey Tank Road,,,,46950393
Mariam Nilaya High School,school,13.0115276,77.6504879,,,,,46953029
Frank Anthony Public School,school,12.9713385,77.6286336,,,,,49712539
Unnamed Location,school,13.0273088,77.6527331,,,,,51130921
St Vincent Palloti School,school,13.0330707,77.651466,,,,,51132139
VES School,school,13.0068759,77.5742642,,,,,51140711
MES KK Public School,school,13.0731055,77.5530927,,,,,52025453
St. Joseph's School,school,12.962848,77.5698924,,,,,53849356
Kendriya Vidyalaya,school,12.9810875,77.5676523,,,,,53859310
Unnamed Location,school,12.9723666,77.54339,,,,,54147274
Government School,school,12.9697226,77.5441412,,,,,54147278
Unnamed Location,school,12.9655212,77.5416734,,,,,54147983
Unnamed Location,school,12.9645623,77.5417803,,,,,54148030
Prameelabhai BBMP High School,school,12.9735608,77.5482975,,,,,54148039
Cluny Convent,school,13.0046155,77.5618682,,,,,55135907
Vivekananda School,school,12.9288196,77.5876667,,,,,55675141
Government Kannada Higher Primary School,school,12.9797301,77.6285752,,,,,59358843
Kendriya Vidyalaya - RWF,school,13.1027468,77.5801742,,,,,82432642
Poornaprajna High School,school,13.0963852,77.5911416,,,,,82494614
MEC School,school,13.0965348,77.5897477,,,,,82494619
Government Model Primary and High School,school,13.0960498,77.5794323,,,,,82508419
Vibgyor High School,school,12.9486572,77.718715,"Vibgyor High School Road, 560066",+91 80 4277 7000,https://www.vibgyorhigh.com/,helpdesk.bangalore40@vibgyorhigh.com,90292782
Diya Academy of Learning,school,13.003633,77.7184473,"Kodigehalli Main Road, Ayyappanagar, Bangalore, 560036",+91-80-32953468;+919901451041,https://diyaschool.com/,brijesh.kumavat@diyaschool.com,102937348
MES Kishore Kendra,school,13.0047541,77.5641887,"Brahmi, 10th Main, 560055",,,,114786334
Canadian International School,school,13.119396,77.5942252,"Yelahanka, Bangalore, 560 064",+91-80-42494444;+91-80-64514001;+91-80-28564951,https://www.canadianinternationalschool.com/,k-12principal@cisb.org.in,117313803
Gurukul School,school,12.8682046,77.5673977,,,,,120108572
Ryan International School,school,12.9646598,77.7242705,560037,,,,122270534
Gopalan National School,school,12.9863803,77.7068884,"Graphite India Road, Mahadevapura, Bangalore",,,,122403363
The Deen's Academy,school,12.9765783,77.742023,"Opp. E.C.C, Whitefield,, Bangalore, 560066",+91-080-28454691 /4693 / 4464,https://deensacademy.com/,,122668468
Government School,school,12.9565549,77.7379526,,,,,124013167
National Public School Indiranagar,school,12.9692909,77.6466371,"Indiranagar, Bangalore",+91 80 2528 0611,https://www.npsinr.com/,info@npsinr.com,128510776
St. Thomas School,school,12.9706721,77.7475625,"Inner Circle, 560066",,,,129843837
Varthur Government High School,school,12.9427216,77.7465926,,,,,130630294
KK English High School,school,12.9327253,77.7417234,,,,,130630621
PTA School,school,12.944254,77.5865828,,,,,130989412
Sri Aurobindo Memorial School,school,12.9257824,77.5679732,"Sri Aurobindo Memorial School, 560070",,,,132910904
BEL CBSE Vidyalaya,school,13.0444977,77.5545298,,,,,133020179
ತಾಯಿ ತೆರೇಸಾ ಶಾಲೆ,school,13.0434541,77.5510744,,,,,133020314
Vasavi Vidya Nikethan School,school,12.9486891,77.5756679,,,,,133115272
Jnanodaya School,school,12.9545796,77.5679194,,,,,133116295
Soundarya School,school,13.0491979,77.5054344,,,,,133117196
Kendriya Vidyalaya CRPF,school,13.1184672,77.575678,Doddaballapur Road,,,,133125287
"Kendriya Vidyalaya, Yelahanka AFS",school,13.129696,77.6168769,,,,,133125919
Silicon City Public School,school,12.8810703,77.568899,,,,,133243116
St. John's High School,school,12.9918617,77.6130161,"St. John's Church Road, 560005",,,,133257538
Sandeepani English High School,school,13.03191,77.5759882,,,,,133297837
Shanthiniketan School,school,13.0486001,77.5755015,,,,,133467007
St. Germain's High School,school,12.9931976,77.6105474,,,,,133486238
East West Public School,school,13.0079159,77.5452028,"East West Public School, 13th Cross, Mahalakshmi Layout, 560086",,,,133596134
Fusco's School,school,12.9858359,77.6475563,,,,,135266054
Cottolengo Special School,school,12.9737412,77.7482483,,,,,136477081
Abhayadhama Human Development Center,school,12.9778778,77.7481154,,,,,136507312
Baldwin Boys High School,school,12.9625149,77.6060564,,,,,138223945
Sisa Indo-Swiss Academy,school,12.9704809,77.7504531,,,,,141454555
St. Joseph's Boys High School,school,12.9717168,77.6036369,"Museum Road, Bengaluru, 560025",,https://sjbhs.edu.in/,,141500473
Little Flower School,school,12.9317713,77.5414635,"Hosakerehalli, 560085",,,,141816745
Lourde's Boys High School,school,12.9704702,77.6290171,,,,,142374812
The Brigade School,school,13.0120876,77.557745,,,,,149418909
Siddapura Government Primary School,school,12.9558194,77.7315639,,,,,155973105
Navaprajna Public School,school,12.9566419,77.7114601,Varthur Road,,,,157204432
Lady Vailankanni School,school,12.9352698,77.7459526,,,https://www.vailankanni.org/,,158239960
St. Joseph's Convent High School,school,12.9766724,77.7495518,Whitefield Main Road,080-28457985,,sjcems2011@gmail.com,159031330
St. Peter's School,school,12.9998691,77.6843024,,,,,159852775
Government Public School,school,12.9082913,77.5783957,,,,,161298656
Kairalee Nikethan Education Trust - Indiranagar Campus,school,12.9796028,77.6390181,,,https://knetrustinstitutions.com/indira-hs.html,,165326625
Unnamed Location,school,12.9746944,77.5621754,,,,,166612475
Unnamed Location,school,12.9846189,77.5559879,,,,,166612476
Holy Cross School & College,school,12.9790583,77.7480207,560066,,http://hcscwhitefield.com/,,168345821
CMR National Public School,school,13.0228301,77.633095,,,,,169722382
Government High School and PU College,school,12.9550848,77.5323257,,,,,169806840
Outreach School,school,12.9537421,77.5938108,,,,,172899266
Unnamed Location,school,12.953617,77.5948769,,,,,172899341
Sajjan Rao School,school,12.9521538,77.5748728,,,,,172937189
GHS Adugodi,school,12.9445122,77.6067982,,,,,172947365
Clarence High School,school,13.0028911,77.6158013,"Pottery Road, Bangalore, 560005",+91 80 25470868,http://www.clarencehighschool.net/,,172952766
St. Xavier's Boys School,school,12.9869416,77.6007518,,,,,173006692
Unnamed Location,school,13.0063203,77.6148812,,,,,173039120
Sarvodaya School,school,12.9740798,77.5310831,,,,,173579771
Unnamed Location,school,12.9518935,77.7067568,,,,,174046849
Unnamed Location,school,13.0097626,77.6402272,,,,,175063893
Jyothi High School,school,13.0158191,77.6310454,"Hennur Main Rd, Saint Thomas Town, Kacharakana Halli, 540045",,,,175068138
Nightingales English High School,school,12.8932733,77.613473,"3rd cross road, bangalore, 560076",,https://www.nightingalesschool.com/,,179092126
St. Mary's High School,school,12.9887991,77.5908396,,,,,182826338
ITI Vidya Mandir School,school,13.0076062,77.6846733,,,,,188334989
Jnana Sweekar Public School,school,12.8664621,77.5339062,,,,,188431720
SJR School,school,12.9813859,77.5593257,,,,,191035698
Venkat International School,school,12.9805003,77.55978,,,,,191035701
Lady Wellington High School,school,12.8835032,77.5838983,,,,,191101727
KLE School,school,12.9787726,77.5111802,,,,,192051391
Sri Maruthi Primary & High School,school,12.8817151,77.5758856,,,,,198161707
New Kumarans School,school,12.9088231,77.5402569,,,,,202062391
Bangalore Higher Secondary School (BHSS),school,12.9411323,77.5808612,,,,,202799608
Unnamed Location,school,12.8975086,77.5820337,,,,,206841897
Maruthi School,school,13.0288063,77.6530754,MARUTHI SCHOOL,,,,207854064
Bishop Cotton Girls School,school,12.9698651,77.601741,,+91 80 4052 7888,https://www.bishopcottongirls.com/,bcbhsblr@gmail.com,208698152
Vivekananda centre,school,13.0269684,77.6004156,,,,,211067633
St Anthony's Public School,school,13.0221621,77.7005991,,,,,213366824
Janak Vidhyalaya,school,12.8838433,77.5952314,,,,,216574077
St. Aloysius High School,school,12.9938563,77.6194601,,,,,217558963
Maria Niketana School,school,13.002421,77.6268484,,,,,217558973
Sri Sarvagna School,school,12.9761734,77.5393379,,,,,219381382
Unnamed Location,school,12.9947189,77.6953987,,,,,219618426
Hamsalekha Music school,school,12.9999825,77.5421478,,,,,220553492
Max Muller School,school,12.9940136,77.5319539,,,,,222278954
Unnamed Location,school,12.9881938,77.6044806,,,,,224632095
Sri Sri Ravishankar Vidya Mandir,school,13.0814687,77.5580647,,,,,225194405
Vidyaspoorthi School,school,13.065876,77.5700774,,,,,225265458
The Regency Public School,school,13.0857283,77.5576518,,,,,225648955
Deva Matha Central School,school,13.0839628,77.55714,,,,,225648957
St. Peter's School,school,12.9147515,77.6789706,,,,,230206695
Carmel Garden Public School,school,12.9170964,77.6320097,,,,,232237163
"AECS Magnolia Maruthi Public School, Arakere",school,12.8847076,77.597022,,,,,236678607
Silicon City High School,school,12.8984865,77.6203664,,,,,237087599
Sri Chaithanya PU college Banasawadi,school,13.0074593,77.6552191,"Channasandra Main Road, Gurijiya Gutta, Bennigana Halli",,,,239548076
Sunshine School,school,13.0313671,77.6685691,"Kalkere Main Road;Horamavu Main Road, KALKERE",,,,239716193
Kalkere Government High School,school,13.0329737,77.6735738,,,,,239716960
National Public School HSR,school,12.9165286,77.6430359,,+91 80 2572 9406,https://npshsr.com,info@npshsr.com,240662779
Vagdevi Vilas School,school,12.9310799,77.7598897,,,https://www.vvsv.edu.in/,,240823217
National Public School Yeshwantpur,school,13.0303122,77.5444258,"Raghavendra Rao Road, Yeshwantpura, Bengaluru",,,,245016872
Government School,school,13.0203304,77.5543142,,,,,249906110
Chrysalis High,school,12.929682,77.7417985,,,,,251505644
Gunjuru Government School,school,12.9228787,77.7361928,,,,,251505661
Government School,school,12.9640394,77.7587532,,,,,251666165
Government School Sorahunase,school,12.9451039,77.7533333,,,,,251666166
Chaitanya School,school,13.0062625,77.704755,,,,,252086267
Amar Jyothi Public School & Pre-University College,school,13.0101494,77.7016436,,,,,252087018
Cambridge School,school,13.0110681,77.7048023,"K R Puram, Bangalore",,,,252087030
Christ the King School,school,13.0163705,77.6809787,,,,,257750531
Kowdenahalli Government School,school,13.019098,77.6815011,,,,,257750537
Sarah Montessori,school,12.9533244,77.7149448,,,,,259894700
Government Kannada High School,school,12.9903679,77.5648606,,,,,271785644
Vidyashilp School,school,13.0670066,77.5938837,,,,,275613842
The Brigade School,school,12.9989638,77.7030905,"4th Cross Road, 560048",+918041158829;+919108551684;+919108424914,https://www.brigadeschools.edu.in/the-brigade-school-mahadevapura/,tbswcommunication@brigadeschools.edu.in,283808758
Lawerence School,school,12.913746,77.6349835,,,,,286440340
BGS National Public School,school,12.877533,77.5997011,,,,,290364531
Jindal Government School,school,13.0704311,77.5289365,,,,,306519532
Iyer High School,school,13.0351357,77.5570461,"MS Ramaiah Road, Mathikere, 560054",,,,307146077
Ekya,school,12.8846993,77.5513878,,,,,307414834
JSS School,school,12.9030917,77.5103778,,,,,307414835
JSS EHPS School,school,12.9150033,77.6374858,"14th Main Road, Bengaluru",,https://jsspshsr.com/,,313827394
Basaweshwara School,school,12.9943157,77.5532784,,,,,314079480
NCFE School,school,12.9790506,77.6739877,,,,,314210261
NPS Sarjapur,school,12.9073227,77.716133,,,,,318030809
Shishya BEML Public School,school,12.9730342,77.6690277,,,,,323037303
"Cambridge Public School, BBMP Agara",school,12.9185158,77.6473852,,,,,323089966
Freedom International School,school,12.9164577,77.6421147,,,,,323089967
Seventh Day Adventist School,school,12.959065,77.6500108,,,,,323120232
Sheila Kothavala Institute for the Deaf,school,12.9574386,77.6485324,,+91 080 2526 2274,https://deafaidsociety.in/,secretary.deafaidsociety@gmail.com,323120612
Sophia School,school,12.9556062,77.6534682,,,,,323217256
Hombegowda Boys School,school,12.9479026,77.5965298,,,,,323458337
Mary Immaculate School,school,12.94484,77.6003444,"12th Main, 15th Cross, Wilson Garden, Bangalore, 560030",,https://www.maryimmaculateschool.in/index.php,,323458338
Government High School Agara,school,12.9232302,77.6501392,,,,,325139577
Unnamed Location,school,13.0100331,77.6569506,,,,,329411701
Sri Cauvery School,school,12.9762531,77.6366565,,,,,330031500
Ashraya's Children's Home,school,12.9805411,77.6375174,,,,,330038220
Vidyanikethan Public School,school,12.9515827,77.4876548,,,,,330321125
Rhythms Institute of Fine Arts,school,12.9800897,77.6403029,,,,,331330194
Government School,school,12.9680106,77.6552467,,,,,331367431
Resurrection School,school,12.9819678,77.6445368,,,,,331683238
Government High School,school,12.8828291,77.6241711,,,,,334653046
BBMP Vidya Mandir School,school,13.0031598,77.5725489,,,,,335169247
Gandhi Nagar High School,school,12.9908973,77.5788013,,,,,335172719
Government Kannada Primary School,school,12.9902358,77.6635792,,,,,338104350
Parikrama,school,12.9424073,77.5855394,"Ashoka Pilla Circle, Bangalore",,https://www.parikrmafoundation.org/,,338317081
Kendriya Vidyalaya NAL,school,12.9656802,77.655443,,,,,340255765
Poorna Prajna Education Centre,school,12.9725835,77.6566236,,,,,340255766
Government High School,school,12.9447386,77.6288254,"Sri Rama Temple Road, Ejipura, Ejipura, 560047",,,,345917371
Lourdes High School,school,12.9661906,77.5851087,,,,,346508060
St Charles High School,school,12.9965792,77.5423679,"Basaveshwara Nagar, Bangalore",,,,346545251
SSB International School,school,12.9736552,77.6400322,,,,,346554916
Eurokids,school,12.9683562,77.7446522,,,,,346736766
Nirmala Rani High School,school,13.0092188,77.5616681,,,,,346876264
Shri Shri Ravishankar Vidya Mandir,school,12.9740919,77.6840408,,,,,347017336
Sarkari Hiriya Prarthmik Shale,school,12.981617,77.6431347,,,,,347117994
Vatican High School,school,13.0267744,77.5987021,,,,,347120887
Loyola Primary School,school,12.8706161,77.5927787,,,,,347137534
Government Lower Primary School,school,12.8816137,77.6236081,Begur,,,,347147615
Government Girls High School,school,13.0028028,77.567164,,,,,347485414
Magadi Karanikara Vaidika Dharma Pathashala Trust,school,12.9479213,77.5707129,,,,,347505016
Sree Saraswathi Vidya Mandira,school,12.9506642,77.5778323,,,,,347528875
National Public School Jayanagar,school,12.9285064,77.5879817,,,,,347533784
Chitrakoota School,school,12.9345577,77.4941311,,,,,348133620
Government School,school,12.9587756,77.6614664,,,,,348134936
Martin Luther School,school,12.9401419,77.5485244,,,,,348272691
Martin Luther School,school,12.939932,77.5488064,,,,,348273191
Unnamed Location,school,12.9410637,77.5543987,,,,,348459990
Holy Saint High School,school,12.9354912,77.550587,,,,,348460058
JHS school,school,12.9373127,77.5503892,,,,,348460459
Vidyashankari English School,school,12.9380298,77.5523133,,,,,348478873
VSS Public School,school,12.9380628,77.5515971,,,,,348478886
Ragigudda Sri Prasanna Anjaneya Gurappanapalya,school,12.9147118,77.59407,,,,,348498473
Government High School,school,12.9184936,77.5959747,"East End Main Road, Jayanagar 9th Block, Bengaluru",,,,349542323
Sri Saraswati Vidya Mandira School,school,12.927045,77.5559702,,,,,350509765
Florence School,school,13.0220269,77.5928761,,,,,353374337
VLS International School,school,12.9913675,77.5356653,"6 main Basaveshwarnagar, Bangalore, 560079",,,,354557129
Smt. Kamalabai Educational Institution,school,12.9874401,77.5969626,,,,,362702160
Sri Chaitanya School,school,12.9560069,77.7003672,,,,,363099987
Unnamed Location,school,12.9932061,77.613918,,,,,363458703
Unnamed Location,school,12.9684221,77.6570302,,,,,365255370
Vidya Shilp Academy,school,13.087543,77.5971936,"Bangalore Urban, 560064",,,,368126724
Unnamed Location,school,12.9814305,77.6422571,,,,,368769671
Silicon City Public School,school,12.9815879,77.6414727,,,,,368769672
National Centre for Excellence School,school,12.9698835,77.6553691,,,,,370588618
National Public School Chikkabanavara,school,13.0715063,77.5099902,,,,,383571792
Silver Spring International School,school,13.073166,77.510151,,,,,383573054
Nalapad Academy,school,12.9450775,77.6519189,,+91 91208 88888,https://nalapadacademy.in/,admissions@nalapadacademy.in,387461395
Unnamed Location,school,12.9972978,77.5706594,,,,,388813861
Vidya Bharathi School,school,13.0028187,77.5466654,,,,,389877536
Hoodi Primary School,school,12.9953662,77.7186176,,,,,391707444
Bangalore Public School,school,12.9633497,77.6451765,,,,,397737944
National Hill View Public School,school,12.9237378,77.5233068,,,,,401829358
Government Higher Primary School,school,12.9447993,77.6296947,"Ejipura Main Road, Ejipura, Bengaluru",,,,402869173
VLS International School grounds,school,12.9910814,77.5355729,,,,,405079334
Annaswamy Mudaliar High School,school,12.9989467,77.6143957,,,,,411052127
Unnamed Location,school,12.9478182,77.5654024,,,,,411052968
Government Sanskrit College,school,12.9590235,77.5722549,"Pampa Mahakavi Road, 560018",,,,411067255
Sharada Stree Samaja School,school,12.960157,77.569811,"Sharada Stree Samaj Building, Albert Victor Road, 560018",,,,411067257
Shrada Vidyanikethan,school,13.0856703,77.5492593,,,,,413529795
"National Public School, Vidyaranyapura",school,13.0848132,77.5490275,,,,,413529796
Global City International School,school,12.9774258,77.6713351,,,,,415125446
Unnamed Location,school,13.0844418,77.5850569,,,,,420690859
National Public School Kengeri,school,12.9224218,77.4889292,,,,,437563237
Saibaba Womens School,school,12.9973687,77.5552461,,,,,437871416
The Brigade School,school,12.8923091,77.5853171,,,https://www.brigadeschools.edu.in/,,439843210
National Public School Kormangala,school,12.9492755,77.6212439,,+91 80 2570 5171,https://npskrm.com,info@npskrm.com,441572865
"National Public School, Rajajinagar",school,12.9841446,77.5496683,,,,,442786620
Indira Vidya Mandir School,school,12.8944062,77.5557923,,,,,445480312
Unnamed Location,school,12.9164427,77.6774446,,,,,450523548
Sapthagiri Vidya Mandir,school,12.9068399,77.7047623,,,,,450537529
Government Primary School,school,12.9471795,77.6809466,"Yemalur Main Rd, Yemalur, Bellandur, Bangalore, 560037",,,,450595902
Government Higher Primary School,school,13.0438004,77.5699888,,,,,452680882
Kodihalli Public School,school,12.9643086,77.6470835,Kodihalli Main Road,,,,454700249
Sishu Griha Senior School,school,12.9734765,77.6557437,,,,,454707669
Unnamed Location,school,13.0560399,77.6289674,,,,,462152431
Unnamed Location,school,12.9061459,77.5577684,,,,,469353409
Chaintanya School,school,12.9471035,77.7014593,,,,,476030209
Carmel School,school,12.9192913,77.5592937,,,,,479981469
St. Henriettas English Primary School,school,12.9662375,77.611533,,,,,487956085
Unnamed Location,school,12.9613583,77.6168058,,,,,487959492
Orchard International School,school,12.9253736,77.4985971,,,,,513025075
Government School,school,12.9392329,77.747735,,,,,513199847
Christ School CBSE,school,12.9312257,77.6040464,,,,,514073933
Nallurahalli Government School,school,12.9699799,77.7273778,,,,,518601913
Sudarshan Vidya Mandir,school,12.925358,77.5940216,,,,,521592163
Vimanapura East Extension Primary School,school,12.9607921,77.6947793,,,,,525510061
Presidency School,school,13.0052442,77.6611503,,,,,525512526
Devamata Central School,school,13.0263279,77.6559927,,,,,525518302
VVS Sardar Patel High School,school,13.003969,77.5525796,,,,,545806417
Sacred Heart Girls High School,school,12.9652111,77.6620234,,,,,553065507
HAL West Primary School,school,12.960591,77.6647037,,,,,553065516
Auro Mirra International School,school,12.9789173,77.6167663,,,,,603115732
Sri Chaitanya PU and CBSE college,school,12.9098309,77.6964706,,,,,609990482
"National Public School, Banashankari",school,12.8985074,77.5274508,,,,,614208151
Bethesda International School,school,12.9282501,77.4855451,,,,,614224625
BBMP College,school,12.9738555,77.6302876,,,,,616276010
Sri Ramakrishna High School,school,12.9746241,77.6305856,,,,,616276012
Royal High School,school,12.8999451,77.5855117,"24th Main Road, Bangalore, 560078",,,,646663790
Chaitanya E-Techno Scool,school,12.9764955,77.6751122,,,,,658040989
SOS Children's Village,school,12.8728096,77.5975747,,,,,668612959
Narayana School,school,12.9684819,77.7416592,,,,,673658389
Unnamed Location,school,13.0485219,77.6521949,,,,,675387109
Narayana PU College,school,13.069829,77.5590965,,,,,675649183
Government Higher Primary School,school,13.0745418,77.5661145,,,,,675649186
Aradhana Academy,school,12.884787,77.5920495,,,,,678333101
Bharathiya Vidhyaniketan High School,school,13.0067975,77.7001539,,,,,679185386
Unnamed Location,school,13.0073306,77.7029568,,,,,679270115
Deeksha PU College,school,12.8620122,77.5313659,"Kanakapura Road, Bengaluru, 560062",,,,686453686
SJR Public School,school,13.0283922,77.6277356,,,,,687216867
APS Public School,school,12.9400098,77.5677654,Bull Temple Road,,,,687319737
Government Girls Tamil School,school,12.9804661,77.6259975,,,,,688356350
Shree Dhanraj Phoolchand Hindi High School,school,12.9665309,77.6123774,,,,,689141921
Unnamed Location,school,12.8924953,77.5872933,,,,,699270606
The Mutha School,school,12.8739355,77.5595153,,+91 99450 27007,https://mutha.edu.in,info@mutha.edu.in,710637794
St. Patrick's High School,school,12.9707018,77.6063177,,,,,712430111
Triveni School,school,13.0548347,77.5071044,Hesaraghetta Main Road,,,,726125235
Government School,school,13.062777,77.6424052,,,,,732317791
Rashtrotthana Vidya Kendra,school,13.068317,77.6345517,,,,,732317795
Sri Rama Vidyalaya,school,13.0739284,77.6019706,,,,,732317803
National Hill View Public School,school,12.9287127,77.5291,,,,,736950242
Assumption English High School,school,12.9925083,77.554919,"12th Main Road, Bangalore, 560010",+91 80 2332 5723,https://www.assumptionschoolabe.co.in/,,766245127
Global Academy for Learning,school,12.9252677,77.5044626,"Pattanagere Main Road, Bengaluru, 560059",+91 88804 00900,https://www.gaflschool.com/,contact@gaflschool.com,770851392
VVS School and College,school,13.0045574,77.5503444,,,,,771371488
PVP School,school,13.0047302,77.5501352,,,,,771371489
St Michael's High School,school,13.0516019,77.6451833,"Hennur Main Road, Kothanur, Bangalore, 560077",+91 80 2846 5281,https://stmichaelshighschool.com/,smshs2008@gmail.com,771931320
St. Norbert School,school,13.0455056,77.6435081,,,,,772203229
Blessed Care Nivas,school,13.0460828,77.6437157,,,,,772203231
The Indian Public School,school,13.0391538,77.6183077,,,,,772934839
BGS World School,school,13.0049694,77.5449384,"Pipeline Road, Mahalakshmipuram, Bengaluru, 560086",+91 80 2349 6765,https://www.bgsworldschoolml.com/,principalbgswsml@gmail.com,773258621
Unnamed Location,school,13.0540854,77.5684293,,,,,773825331
Unnamed Location,school,13.0632155,77.6665538,,,,,774644016
Kendriya Vidyalaya,school,13.0643976,77.5433696,"Jalahalli East, Bangalore, 560014",,,,774649683
Unnamed Location,school,13.0385501,77.6132302,,,,,775442577
Seventh Day Adventist School,school,12.9944058,77.6121676,"Seventh Day Adventist High School, Spencer Road, Fraser Town, Bangalore, 560005",,,,775444098
St. Charles Girls High School,school,13.00614,77.6216655,,,,,775448741
Sri Kumaran Children's Academy,school,12.8833467,77.560624,"Kanakapura Road, Doddakalasandra, Bengaluru, 560062",+91 80 2632 1077,https://cbse-dks.kumarans.org/,cbsedks@kumarans.org,775660976
GTHPS Puduparacheri,school,12.9591357,77.6010894,,,,,781182572
GMPS AkkithimmanaHalli,school,12.9595349,77.6011922,,,,,781182573
Venkat International School,school,12.9822633,77.5530491,,,,,781588917
Sri Kumaran Children's Home CBSE,school,12.8479203,77.5428464,560062,65839365,http://pupilpod.kumarans.org,,781680947
Sri Kumaran Children's Home ICSE,school,12.8453011,77.542489,560064,,http://pupilpod.kumarans.org,,781680950
The Cambridge International School,school,12.8907538,77.6673653,,,https://tcis.in/,,781696177
Trio World Academy,school,13.0594285,77.5831727,,,,,781846364
Sindhi High School,school,13.0506022,77.5985849,"Kumar Krupa Road, Sheshadripuram, Bangalore, 560001",+91 80 2226 1509,https://www.sindhischoolkkr.com/,shs.kkroad@sindhihighschool.edu.in,781852602
Sri Aurobindo Vidya Mandir,school,12.9986489,77.545599,,,,,792799065
Rashtriya Military School,school,12.9625927,77.6095811,"Hosur Road, Bengaluru, 560025",+91 080-29602555;+91 080- 25554972,https://www.rashtriyamilitaryschools.edu.in/rmsbengaluru/,rmsbengaluru@gmail.com,796458046
Stracey Memorial High School,school,12.9749496,77.6019587,"Saint Marks Road, Saint Marks Road, Shanthala Nagar, Ashok Nagar, Bangalore, Bengaluru",+91 80 2559 2558,https://stracey50.com/,,796463148
Brighton School,school,13.0669619,77.6646275,"Dodda Gubbi Road, Bengaluru, 560077",,,,838541425
United International,school,13.0829476,77.6551558,,,,,844928287
NPS Marathahalli,school,12.9372161,77.7347804,,,,,845247629
Sri Vani Education Centre,school,12.9880705,77.5414154,"Shamavana, 4th B Main, III Block, Basaveshwaranagar, Banglore, 560079",+91 80 2323 8608,https://srivani.edu.in/shamavana/,bsnr@srivani.org,851795159
National Academy for Learning,school,12.9878783,77.5419565,"3rd Cross, Bengaluru, 560079",+91-80-23239281,,naflblr@gmail.com,851795162
Unnamed Location,school,13.0012361,77.6251298,,,,,865277256
Goodwill Girls’ High School & Composite Pre-university College,school,12.9957846,77.6091173,Promenade Road,+91 80 4371 8738,https://csigghspuc.edu.in/,goodwillpucollege@yahoo.in,886246933
GTHPS Austintown,school,12.9611575,77.6160391,,,,,891226347
Mahanagar Palike HPS Austin Town,school,12.9593532,77.6190318,,,,,891226349
Unnamed Location,school,12.903718,77.665559,,,,,892243920
Unnamed Location,school,12.9000244,77.6113234,,,,,895115935
St. Jude's English High School,school,13.0008873,77.6391603,,,,,917882290
Amatra Academy,school,12.8960717,77.6726794,,,,,922840254
Government School,school,12.913626,77.6777662,,,,,950068321
Nagarjuna Vidytaniketan,school,13.1227285,77.5650757,,,,,963357017
S Cadambi Vidya Kendra English Secondary School,school,12.9936034,77.539461,"10th Main, 3rd Stage, West Of Chord Road, Basaveshwara Nagar, Bangalore, 560079",+91 80 23232831,,,991531037
Unnamed Location,school,13.0123443,77.5946694,,,,,1023657481
New Horizon Public School,school,12.9677347,77.6420053,100 Feet Road,,https://nhps.in/,,1036043470
Nagasena Vidyalaya,school,13.0138956,77.5761248,CV Raman Avenue,,,,1040899000
JSS Composite PU College,school,12.9225104,77.5755219,Kanakapura Road,,,,1044521119
